DATUM;UHRZEIT VON;UHRZEIT BIS;BETR. NEG;BETR. POS;LETZTE AENDERUNG;ERSATZWERT;QUAL. NEG;QUAL. POS;LETZTE AENDERUNG
01.01.2016;00:00;00:15;410,975;2,539;-;;413,084;1,392;-
01.01.2016;00:15;00:30;55,032;22,449;-;;60,684;28,016;-
01.01.2016;00:30;00:45;4,382;253,844;-;;10,324;258,752;-
01.01.2016;00:45;01:00;10,581;71,016;-;;15,644;75,316;-
01.01.2016;01:00;01:15;14,533;104,270;-;;17,972;108,124;-
01.01.2016;01:15;01:30;13,878;72,554;-;;15,800;74,048;-
01.01.2016;01:30;01:45;27,014;17,797;-;;30,936;21,640;-
01.01.2016;01:45;02:00;53,210;5,589;-;;56,328;9,176;-
01.01.2016;02:00;02:15;3,614;285,523;-;;8,244;289,724;-
01.01.2016;02:15;02:30;11,799;75,228;-;;14,984;77,580;-
01.01.2016;02:30;02:45;28,023;30,635;-;;32,420;35,484;-
01.01.2016;02:45;03:00;17,601;7,676;-;;19,772;10,180;-
01.01.2016;03:00;03:15;1,333;363,638;-;;4,512;367,092;-
01.01.2016;03:15;03:30;1,324;171,702;-;;4,416;174,028;-
01.01.2016;03:30;03:45;13,802;12,403;-;;16,124;14,800;-
01.01.2016;03:45;04:00;19,922;49,729;-;;25,172;53,512;-
01.01.2016;04:00;04:15;27,866;24,516;-;;30,128;26,764;-
01.01.2016;04:15;04:30;46,788;2,637;-;;48,576;4,252;-
01.01.2016;04:30;04:45;31,213;5,561;-;;32,948;7,264;-
01.01.2016;04:45;05:00;9,643;43,440;-;;11,044;44,644;-
01.01.2016;05:00;05:15;8,903;51,462;-;;10,632;53,332;-
01.01.2016;05:15;05:30;6,009;76,783;-;;7,536;78,972;-
01.01.2016;05:30;05:45;4,900;41,974;-;;6,496;43,104;-
01.01.2016;05:45;06:00;10,381;15,437;-;;11,028;16,948;-
01.01.2016;06:00;06:15;4,653;92,045;-;;6,448;94,184;-
01.01.2016;06:15;06:30;7,511;70,242;-;;8,828;70,300;-
01.01.2016;06:30;06:45;7,079;71,896;-;;15,116;79,712;-
01.01.2016;06:45;07:00;4,930;34,037;-;;7,848;35,828;-
01.01.2016;07:00;07:15;66,277;35,154;-;;71,196;39,324;-
01.01.2016;07:15;07:30;49,256;10,800;-;;51,844;12,944;-
01.01.2016;07:30;07:45;282,545;11,256;-;;284,104;10,904;-
01.01.2016;07:45;08:00;341,157;2,495;-;;343,068;3,396;-
01.01.2016;08:00;08:15;332,410;11,705;-;;336,216;7,180;-
01.01.2016;08:15;08:30;313,393;7,175;-;;315,852;8,644;-
01.01.2016;08:30;08:45;170,636;2,348;-;;172,188;4,052;-
01.01.2016;08:45;09:00;59,693;10,016;-;;61,952;11,472;-
01.01.2016;09:00;09:15;125,310;175,751;-;;129,904;179,828;-
01.01.2016;09:15;09:30;76,303;18,912;-;;78,220;19,808;-
01.01.2016;09:30;09:45;108,958;1,824;-;;111,780;2,584;-
01.01.2016;09:45;10:00;157,438;1,869;-;;161,136;5,116;-
01.01.2016;10:00;10:15;241,891;3,281;-;;245,568;5,360;-
01.01.2016;10:15;10:30;153,040;36,149;-;;154,064;37,140;-
01.01.2016;10:30;10:45;69,285;3,105;-;;70,380;4,160;-
01.01.2016;10:45;11:00;63,437;10,474;-;;65,744;10,696;-
01.01.2016;11:00;11:15;135,318;112,275;-;;136,716;114,004;-
01.01.2016;11:15;11:30;92,414;1,875;-;;93,708;2,596;-
01.01.2016;11:30;11:45;97,286;2,708;-;;99,492;5,524;-
01.01.2016;11:45;12:00;34,725;7,720;-;;36,884;8,432;-
01.01.2016;12:00;12:15;54,192;9,039;-;;55,804;9,912;-
01.01.2016;12:15;12:30;194,982;1,737;-;;196,296;2,632;-
01.01.2016;12:30;12:45;305,823;3,061;-;;308,828;4,816;-
01.01.2016;12:45;13:00;286,455;14,854;-;;289,452;18,064;-
01.01.2016;13:00;13:15;350,288;1,193;-;;351,756;2,244;-
01.01.2016;13:15;13:30;235,593;3,998;-;;239,920;8,128;-
01.01.2016;13:30;13:45;128,497;52,900;-;;131,920;56,844;-
01.01.2016;13:45;14:00;53,315;2,912;-;;59,128;8,032;-
01.01.2016;14:00;14:15;11,627;72,948;-;;14,772;76,596;-
01.01.2016;14:15;14:30;18,800;14,458;-;;21,932;16,276;-
01.01.2016;14:30;14:45;40,922;14,531;-;;42,588;15,424;-
01.01.2016;14:45;15:00;61,503;9,392;-;;62,808;10,896;-
01.01.2016;15:00;15:15;27,514;38,882;-;;32,012;86,460;-
01.01.2016;15:15;15:30;8,846;81,370;-;;11,924;84,348;-
01.01.2016;15:30;15:45;7,364;104,248;-;;10,180;107,676;-
01.01.2016;15:45;16:00;19,071;22,111;-;;21,180;23,676;-
01.01.2016;16:00;16:15;18,476;70,055;-;;14,492;71,996;-
01.01.2016;16:15;16:30;11,816;207,863;-;;13,852;213,160;-
01.01.2016;16:30;16:45;28,022;298,044;-;;31,360;301,444;-
01.01.2016;16:45;17:00;5,067;257,881;-;;9,464;261,232;-
01.01.2016;17:00;17:15;15,377;43,894;-;;23,240;50,476;-
01.01.2016;17:15;17:30;33,088;12,732;-;;37,308;10,772;-
01.01.2016;17:30;17:45;161,638;4,504;-;;163,348;4,920;-
01.01.2016;17:45;18:00;281,078;3,277;-;;282,356;3,368;-
01.01.2016;18:00;18:15;101,517;4,951;-;;105,240;7,460;-
01.01.2016;18:15;18:30;44,999;6,688;-;;47,872;8,992;-
01.01.2016;18:30;18:45;84,893;4,005;-;;88,996;3,608;-
01.01.2016;18:45;19:00;218,535;15,638;-;;220,000;16,500;-
01.01.2016;19:00;19:15;282,974;1,799;-;;284,528;2,092;-
01.01.2016;19:15;19:30;520,246;1,823;-;;521,424;2,072;-
01.01.2016;19:30;19:45;648,652;0,713;-;;649,488;0,044;-
01.01.2016;19:45;20:00;633,545;0,809;-;;634,156;0,928;-
01.01.2016;20:00;20:15;105,487;127,936;-;;107,856;131,192;-
01.01.2016;20:15;20:30;94,877;52,064;-;;97,428;53,536;-
01.01.2016;20:30;20:45;197,562;4,468;-;;198,896;4,188;-
01.01.2016;20:45;21:00;520,741;3,633;-;;521,384;2,524;-
01.01.2016;21:00;21:15;193,923;10,151;-;;194,864;11,548;-
01.01.2016;21:15;21:30;132,573;12,989;-;;134,592;12,908;-
01.01.2016;21:30;21:45;172,499;6,947;-;;174,784;7,324;-
01.01.2016;21:45;22:00;420,980;4,046;-;;422,032;2,408;-
01.01.2016;22:00;22:15;85,906;14,645;-;;88,396;15,228;-
01.01.2016;22:15;22:30;64,240;26,373;-;;67,448;28,300;-
01.01.2016;22:30;22:45;94,230;8,936;-;;99,632;11,248;-
01.01.2016;22:45;23:00;128,870;40,130;-;;131,416;41,648;-
01.01.2016;23:00;23:15;58,086;90,285;-;;63,564;94,936;-
01.01.2016;23:15;23:30;83,034;73,001;-;;85,816;75,472;-
01.01.2016;23:30;23:45;183,490;8,822;-;;184,296;8,948;-
01.01.2016;23:45;00:00;68,446;56,012;-;;70,072;56,464;-
02.01.2016;00:00;00:15;703,271;4,357;-;;704,952;3,580;-
02.01.2016;00:15;00:30;1.047,112;1,006;-;;1.047,696;0,008;-
02.01.2016;00:30;00:45;917,973;0,492;-;;919,148;0,012;-
02.01.2016;00:45;01:00;587,531;0,701;-;;587,140;0,024;-
02.01.2016;01:00;01:15;85,543;66,247;-;;88,344;68,728;-
02.01.2016;01:15;01:30;262,038;8,175;-;;263,172;8,460;-
02.01.2016;01:30;01:45;668,462;1,416;-;;668,540;0,016;-
02.01.2016;01:45;02:00;675,014;0,294;-;;677,076;0,020;-
02.01.2016;02:00;02:15;571,450;1,098;-;;571,680;0,388;-
02.01.2016;02:15;02:30;485,158;0,435;-;;486,208;0,328;-
02.01.2016;02:30;02:45;791,807;0,098;-;;792,740;0,004;-
02.01.2016;02:45;03:00;781,010;0,059;-;;781,860;0,004;-
02.01.2016;03:00;03:15;440,483;6,552;-;;442,000;8,396;-
02.01.2016;03:15;03:30;28,941;7,754;-;;33,172;12,380;-
02.01.2016;03:30;03:45;36,540;7,667;-;;40,344;10,088;-
02.01.2016;03:45;04:00;134,773;3,080;-;;136,612;4,072;-
02.01.2016;04:00;04:15;121,366;15,598;-;;123,268;16,188;-
02.01.2016;04:15;04:30;102,749;36,468;-;;105,364;37,788;-
02.01.2016;04:30;04:45;89,934;2,798;-;;91,552;3,332;-
02.01.2016;04:45;05:00;100,405;6,482;-;;102,408;8,176;-
02.01.2016;05:00;05:15;388,760;1,006;-;;390,740;1,512;-
02.01.2016;05:15;05:30;620,443;0,215;-;;620,392;0,004;-
02.01.2016;05:30;05:45;275,108;8,216;-;;277,948;11,152;-
02.01.2016;05:45;06:00;7,906;141,110;-;;10,208;142,632;-
02.01.2016;06:00;06:15;75,870;15,926;-;;78,956;17,944;-
02.01.2016;06:15;06:30;236,505;1,428;-;;237,456;2,176;-
02.01.2016;06:30;06:45;166,670;5,035;-;;167,444;5,632;-
02.01.2016;06:45;07:00;126,781;37,153;-;;128,972;39,872;-
02.01.2016;07:00;07:15;65,167;24,027;-;;68,872;27,404;-
02.01.2016;07:15;07:30;77,182;20,744;-;;80,744;22,860;-
02.01.2016;07:30;07:45;79,613;16,831;-;;84,640;20,300;-
02.01.2016;07:45;08:00;204,869;59,972;-;;209,512;63,576;-
02.01.2016;08:00;08:15;233,633;29,103;-;;240,832;35,904;-
02.01.2016;08:15;08:30;334,754;138,515;-;;339,852;142,752;-
02.01.2016;08:30;08:45;162,901;163,625;-;;173,748;173,812;-
02.01.2016;08:45;09:00;61,907;170,469;-;;65,328;174,920;-
02.01.2016;09:00;09:15;84,497;155,448;-;;88,032;158,388;-
02.01.2016;09:15;09:30;40,939;10,235;-;;43,992;12,324;-
02.01.2016;09:30;09:45;83,338;13,879;-;;86,164;16,032;-
02.01.2016;09:45;10:00;4,164;140,950;-;;8,520;143,820;-
02.01.2016;10:00;10:15;28,370;50,699;-;;32,416;54,216;-
02.01.2016;10:15;10:30;22,444;72,541;-;;23,996;73,284;-
02.01.2016;10:30;10:45;17,993;65,652;-;;19,552;66,860;-
02.01.2016;10:45;11:00;30,379;6,370;-;;33,108;7,852;-
02.01.2016;11:00;11:15;116,462;30,653;-;;118,668;32,612;-
02.01.2016;11:15;11:30;12,199;117,021;-;;14,108;118,116;-
02.01.2016;11:30;11:45;7,171;125,295;-;;8,924;126,436;-
02.01.2016;11:45;12:00;2,324;163,436;-;;6,520;166,184;-
02.01.2016;12:00;12:15;16,903;183,111;-;;19,744;183,700;-
02.01.2016;12:15;12:30;14,486;180,588;-;;17,216;182,316;-
02.01.2016;12:30;12:45;2,631;226,437;-;;5,640;229,532;-
02.01.2016;12:45;13:00;0,483;240,162;-;;2,368;241,908;-
02.01.2016;13:00;13:15;68,324;164,008;-;;73,148;167,356;-
02.01.2016;13:15;13:30;5,670;121,571;-;;7,160;122,356;-
02.01.2016;13:30;13:45;1,598;192,720;-;;5,400;195,548;-
02.01.2016;13:45;14:00;83,739;51,725;-;;86,732;53,344;-
02.01.2016;14:00;14:15;65,771;117,540;-;;68,572;119,900;-
02.01.2016;14:15;14:30;6,731;304,660;-;;10,612;307,900;-
02.01.2016;14:30;14:45;1,135;296,140;-;;3,412;298,404;-
02.01.2016;14:45;15:00;7,415;145,776;-;;10,748;148,176;-
02.01.2016;15:00;15:15;5,534;36,439;-;;8,484;77,476;-
02.01.2016;15:15;15:30;4,001;180,184;-;;5,668;182,056;-
02.01.2016;15:30;15:45;3,371;137,192;-;;5,760;137,856;-
02.01.2016;15:45;16:00;4,999;109,735;-;;6,528;110,068;-
02.01.2016;16:00;16:15;10,694;16,332;-;;13,780;18,196;-
02.01.2016;16:15;16:30;41,974;156,999;-;;44,216;159,008;-
02.01.2016;16:30;16:45;3,452;171,313;-;;5,360;174,328;-
02.01.2016;16:45;17:00;7,559;542,615;-;;11,420;542,468;-
02.01.2016;17:00;17:15;58,898;223,129;-;;67,304;229,796;-
02.01.2016;17:15;17:30;77,499;106,954;-;;84,416;112,212;-
02.01.2016;17:30;17:45;60,418;90,059;-;;65,104;93,720;-
02.01.2016;17:45;18:00;2,772;124,636;-;;5,596;124,824;-
02.01.2016;18:00;18:15;8,191;290,107;-;;11,892;292,632;-
02.01.2016;18:15;18:30;11,975;766,732;-;;17,348;770,804;-
02.01.2016;18:30;18:45;56,455;271,182;-;;59,712;273,588;-
02.01.2016;18:45;19:00;5,719;111,708;-;;7,876;113,772;-
02.01.2016;19:00;19:15;7,554;652,438;-;;10,216;654,840;-
02.01.2016;19:15;19:30;0,247;486,052;-;;2,140;486,128;-
02.01.2016;19:30;19:45;2,152;233,266;-;;11,044;240,656;-
02.01.2016;19:45;20:00;4,795;114,506;-;;17,512;126,428;-
02.01.2016;20:00;20:15;2,502;300,005;-;;7,852;304,192;-
02.01.2016;20:15;20:30;1,577;343,234;-;;6,652;347,852;-
02.01.2016;20:30;20:45;4,844;269,386;-;;10,188;273,556;-
02.01.2016;20:45;21:00;1,595;137,970;-;;4,124;138,424;-
02.01.2016;21:00;21:15;4,386;257,072;-;;6,916;256,960;-
02.01.2016;21:15;21:30;5,095;102,330;-;;7,732;103,820;-
02.01.2016;21:30;21:45;9,917;21,352;-;;12,792;23,800;-
02.01.2016;21:45;22:00;20,093;39,300;-;;23,692;41,820;-
02.01.2016;22:00;22:15;20,812;751,405;-;;23,196;754,460;-
02.01.2016;22:15;22:30;61,598;171,065;-;;68,300;176,676;-
02.01.2016;22:30;22:45;9,678;185,121;-;;13,096;187,044;-
02.01.2016;22:45;23:00;50,539;28,217;-;;55,000;31,808;-
02.01.2016;23:00;23:15;239,613;5,075;-;;240,680;4,252;-
02.01.2016;23:15;23:30;56,133;124,285;-;;63,332;128,612;-
02.01.2016;23:30;23:45;93,501;41,700;-;;96,000;43,160;-
02.01.2016;23:45;00:00;135,130;78,092;-;;138,620;81,920;-
03.01.2016;00:00;00:15;14,302;521,929;-;;17,348;524,132;-
03.01.2016;00:15;00:30;0,249;651,849;-;;1,996;653,072;-
03.01.2016;00:30;00:45;2,308;374,508;-;;6,208;377,280;-
03.01.2016;00:45;01:00;6,631;105,555;-;;11,336;109,772;-
03.01.2016;01:00;01:15;2,797;689,959;-;;5,140;694,096;-
03.01.2016;01:15;01:30;1,061;438,415;-;;3,996;440,332;-
03.01.2016;01:30;01:45;8,088;139,059;-;;11,036;141,048;-
03.01.2016;01:45;02:00;26,507;14,679;-;;29,340;15,724;-
03.01.2016;02:00;02:15;19,577;153,550;-;;24,148;156,872;-
03.01.2016;02:15;02:30;19,289;52,305;-;;22,700;55,712;-
03.01.2016;02:30;02:45;90,682;3,047;-;;92,164;4,408;-
03.01.2016;02:45;03:00;28,292;5,469;-;;32,940;9,524;-
03.01.2016;03:00;03:15;9,933;79,570;-;;11,676;81,364;-
03.01.2016;03:15;03:30;3,856;169,986;-;;6,316;171,960;-
03.01.2016;03:30;03:45;12,796;19,248;-;;13,700;19,992;-
03.01.2016;03:45;04:00;31,949;3,940;-;;35,336;6,204;-
03.01.2016;04:00;04:15;46,420;45,127;-;;47,572;46,228;-
03.01.2016;04:15;04:30;6,765;120,295;-;;8,184;122,524;-
03.01.2016;04:30;04:45;1,019;208,921;-;;3,964;210,300;-
03.01.2016;04:45;05:00;7,102;120,890;-;;9,416;122,468;-
03.01.2016;05:00;05:15;6,752;376,019;-;;10,016;378,664;-
03.01.2016;05:15;05:30;0,545;370,697;-;;3,396;373,096;-
03.01.2016;05:30;05:45;1,728;284,345;-;;5,580;288,188;-
03.01.2016;05:45;06:00;6,491;167,286;-;;7,772;169,948;-
03.01.2016;06:00;06:15;3,902;444,487;-;;6,500;446,260;-
03.01.2016;06:15;06:30;0,183;574,133;-;;1,900;575,556;-
03.01.2016;06:30;06:45;38,969;197,929;-;;45,860;202,804;-
03.01.2016;06:45;07:00;80,022;124,961;-;;83,720;128,696;-
03.01.2016;07:00;07:15;152,454;178,498;-;;155,576;182,952;-
03.01.2016;07:15;07:30;13,880;171,896;-;;16,164;172,680;-
03.01.2016;07:30;07:45;0,946;453,896;-;;4,120;457,484;-
03.01.2016;07:45;08:00;21,482;279,463;-;;23,624;280,104;-
03.01.2016;08:00;08:15;33,903;102,279;-;;39,548;107,860;-
03.01.2016;08:15;08:30;90,478;51,506;-;;94,896;56,084;-
03.01.2016;08:30;08:45;56,064;25,297;-;;59,136;26,944;-
03.01.2016;08:45;09:00;31,360;107,509;-;;34,060;109,984;-
03.01.2016;09:00;09:15;282,979;9,286;-;;285,040;9,452;-
03.01.2016;09:15;09:30;252,045;3,124;-;;254,256;3,396;-
03.01.2016;09:30;09:45;42,836;140,776;-;;45,884;143,708;-
03.01.2016;09:45;10:00;5,571;334,857;-;;7,848;335,092;-
03.01.2016;10:00;10:15;61,669;121,114;-;;65,188;124,424;-
03.01.2016;10:15;10:30;4,234;155,724;-;;8,948;160,300;-
03.01.2016;10:30;10:45;12,886;73,821;-;;14,780;75,320;-
03.01.2016;10:45;11:00;19,409;148,680;-;;23,732;151,568;-
03.01.2016;11:00;11:15;148,478;46,659;-;;151,056;49,052;-
03.01.2016;11:15;11:30;26,572;106,345;-;;29,140;108,580;-
03.01.2016;11:30;11:45;10,785;521,378;-;;14,220;525,380;-
03.01.2016;11:45;12:00;0,162;651,652;-;;2,880;652,944;-
03.01.2016;12:00;12:15;0,659;496,670;-;;2,824;498,512;-
03.01.2016;12:15;12:30;41,406;113,133;-;;47,568;117,732;-
03.01.2016;12:30;12:45;7,567;381,853;-;;11,224;386,164;-
03.01.2016;12:45;13:00;18,725;139,048;-;;22,812;141,448;-
03.01.2016;13:00;13:15;5,434;397,048;-;;7,756;399,112;-
03.01.2016;13:15;13:30;7,273;415,493;-;;10,004;417,912;-
03.01.2016;13:30;13:45;3,421;557,973;-;;7,516;560,288;-
03.01.2016;13:45;14:00;0,287;515,025;-;;3,296;517,688;-
03.01.2016;14:00;14:15;3,904;607,759;-;;8,516;611,940;-
03.01.2016;14:15;14:30;74,929;306,698;-;;83,176;313,732;-
03.01.2016;14:30;14:45;186,722;17,212;-;;189,624;19,236;-
03.01.2016;14:45;15:00;400,706;5,873;-;;402,420;5,892;-
03.01.2016;15:00;15:15;123,699;29,775;-;;151,440;46,148;-
03.01.2016;15:15;15:30;21,821;135,877;-;;23,836;137,864;-
03.01.2016;15:30;15:45;4,129;87,133;-;;7,204;89,804;-
03.01.2016;15:45;16:00;6,841;119,827;-;;8,984;121,816;-
03.01.2016;16:00;16:15;8,068;308,273;-;;10,236;310,036;-
03.01.2016;16:15;16:30;3,667;393,038;-;;6,220;396,104;-
03.01.2016;16:30;16:45;0,145;1.056,889;-;;2,212;1.058,272;-
03.01.2016;16:45;17:00;13,687;534,078;-;;21,252;541,036;-
03.01.2016;17:00;17:15;3,209;373,461;-;;9,412;380,644;-
03.01.2016;17:15;17:30;0,698;472,567;-;;2,080;474,160;-
03.01.2016;17:30;17:45;19,744;96,020;-;;24,056;99,776;-
03.01.2016;17:45;18:00;65,106;26,311;-;;70,672;31,152;-
03.01.2016;18:00;18:15;86,428;47,505;-;;88,472;49,328;-
03.01.2016;18:15;18:30;76,728;48,857;-;;82,788;53,644;-
03.01.2016;18:30;18:45;133,017;17,988;-;;134,932;19,576;-
03.01.2016;18:45;19:00;2,304;461,143;-;;4,472;465,464;-
03.01.2016;19:00;19:15;0,744;771,657;-;;4,252;774,988;-
03.01.2016;19:15;19:30;17,143;420,510;-;;20,636;422,412;-
03.01.2016;19:30;19:45;119,071;17,755;-;;121,920;20,612;-
03.01.2016;19:45;20:00;39,755;76,237;-;;41,084;78,532;-
03.01.2016;20:00;20:15;6,841;782,210;-;;9,892;786,248;-
03.01.2016;20:15;20:30;0,257;780,289;-;;3,048;782,444;-
03.01.2016;20:30;20:45;0,284;714,702;-;;2,908;717,396;-
03.01.2016;20:45;21:00;10,443;599,052;-;;14,336;603,172;-
03.01.2016;21:00;21:15;1,994;653,978;-;;5,480;657,884;-
03.01.2016;21:15;21:30;2,293;236,601;-;;4,640;237,988;-
03.01.2016;21:30;21:45;2,287;203,624;-;;5,448;205,956;-
03.01.2016;21:45;22:00;3,786;333,942;-;;9,176;339,472;-
03.01.2016;22:00;22:15;33,120;498,752;-;;37,108;503,796;-
03.01.2016;22:15;22:30;2,423;310,015;-;;5,068;312,468;-
03.01.2016;22:30;22:45;1,939;264,622;-;;6,936;270,100;-
03.01.2016;22:45;23:00;13,971;230,187;-;;18,036;234,388;-
03.01.2016;23:00;23:15;1,324;768,898;-;;4,332;773,172;-
03.01.2016;23:15;23:30;0,447;1.032,027;-;;2,068;1.034,320;-
03.01.2016;23:30;23:45;1,429;441,526;-;;3,552;444,028;-
03.01.2016;23:45;00:00;13,449;113,188;-;;17,580;117,676;-
04.01.2016;00:00;00:15;4,159;67,560;-;;7,780;71,208;-
04.01.2016;00:15;00:30;9,571;61,292;-;;12,096;63,888;-
04.01.2016;00:30;00:45;13,389;207,376;-;;13,484;207,500;-
04.01.2016;00:45;01:00;36,803;14,737;-;;38,816;15,796;-
04.01.2016;01:00;01:15;42,219;22,760;-;;43,324;25,108;-
04.01.2016;01:15;01:30;4,969;215,401;-;;7,132;218,280;-
04.01.2016;01:30;01:45;1,214;302,295;-;;1,852;303,908;-
04.01.2016;01:45;02:00;19,369;38,678;-;;19,224;38,364;-
04.01.2016;02:00;02:15;28,362;39,306;-;;29,092;41,204;-
04.01.2016;02:15;02:30;4,739;98,637;-;;5,904;100,872;-
04.01.2016;02:30;02:45;1,143;114,621;-;;1,500;114,904;-
04.01.2016;02:45;03:00;34,966;7,118;-;;36,632;9,160;-
04.01.2016;03:00;03:15;335,395;4,730;-;;338,072;6,324;-
04.01.2016;03:15;03:30;102,479;4,444;-;;104,508;6,624;-
04.01.2016;03:30;03:45;14,078;102,672;-;;14,716;103,672;-
04.01.2016;03:45;04:00;12,892;66,069;-;;13,876;72,320;-
04.01.2016;04:00;04:15;2,689;150,551;-;;5,188;153,168;-
04.01.2016;04:15;04:30;5,631;146,086;-;;11,072;152,256;-
04.01.2016;04:30;04:45;28,689;111,058;-;;33,308;116,848;-
04.01.2016;04:45;05:00;0,220;241,742;-;;2,968;244,772;-
04.01.2016;05:00;05:15;27,255;74,912;-;;32,924;78,316;-
04.01.2016;05:15;05:30;179,260;38,350;-;;184,932;45,904;-
04.01.2016;05:30;05:45;37,997;225,092;-;;43,516;230,324;-
04.01.2016;05:45;06:00;3,998;264,025;-;;4,100;266,520;-
04.01.2016;06:00;06:15;129,090;109,029;-;;129,540;109,088;-
04.01.2016;06:15;06:30;229,123;92,597;-;;230,696;93,160;-
04.01.2016;06:30;06:45;202,752;34,131;-;;203,844;36,616;-
04.01.2016;06:45;07:00;15,446;151,843;-;;13,116;154,164;-
04.01.2016;07:00;07:15;23,778;226,665;-;;26,984;228,088;-
04.01.2016;07:15;07:30;18,166;219,271;-;;23,980;226,660;-
04.01.2016;07:30;07:45;7,056;305,038;-;;11,052;308,824;-
04.01.2016;07:45;08:00;0,379;589,268;-;;1,292;591,156;-
04.01.2016;08:00;08:15;5,114;951,559;-;;16,924;962,920;-
04.01.2016;08:15;08:30;0,424;452,268;-;;0,856;452,056;-
04.01.2016;08:30;08:45;114,064;55,450;-;;114,472;55,068;-
04.01.2016;08:45;09:00;2,006;225,977;-;;2,424;227,300;-
04.01.2016;09:00;09:15;0,564;204,023;-;;4,024;208,476;-
04.01.2016;09:15;09:30;1,968;520,862;-;;7,588;526,628;-
04.01.2016;09:30;09:45;0,330;832,261;-;;0,132;832,044;-
04.01.2016;09:45;10:00;0,477;414,035;-;;3,736;417,088;-
04.01.2016;10:00;10:15;0,209;944,438;-;;0,848;946,596;-
04.01.2016;10:15;10:30;0,305;1.159,740;-;;0,828;1.160,368;-
04.01.2016;10:30;10:45;8,439;423,943;-;;6,348;425,512;-
04.01.2016;10:45;11:00;1,403;654,141;-;;1,628;656,116;-
04.01.2016;11:00;11:15;30,952;184,382;-;;33,624;187,940;-
04.01.2016;11:15;11:30;0,424;270,201;-;;3,400;273,792;-
04.01.2016;11:30;11:45;1,723;278,344;-;;4,540;281,788;-
04.01.2016;11:45;12:00;1,927;214,570;-;;7,168;220,224;-
04.01.2016;12:00;12:15;1,517;456,154;-;;2,612;459,576;-
04.01.2016;12:15;12:30;0,516;717,175;-;;3,704;721,380;-
04.01.2016;12:30;12:45;2,899;523,747;-;;5,980;526,768;-
04.01.2016;12:45;13:00;2,603;167,281;-;;5,348;173,912;-
04.01.2016;13:00;13:15;5,654;431,659;-;;2,928;433,880;-
04.01.2016;13:15;13:30;6,837;325,520;-;;4,896;327,484;-
04.01.2016;13:30;13:45;2,213;207,648;-;;6,968;213,852;-
04.01.2016;13:45;14:00;16,393;256,341;-;;20,236;260,768;-
04.01.2016;14:00;14:15;19,292;265,035;-;;20,744;268,084;-
04.01.2016;14:15;14:30;1,435;126,919;-;;3,900;131,176;-
04.01.2016;14:30;14:45;0,969;166,805;-;;2,592;170,440;-
04.01.2016;14:45;15:00;33,377;94,631;-;;34,604;98,400;-
04.01.2016;15:00;15:15;24,642;273,257;-;;22,304;504,940;-
04.01.2016;15:15;15:30;5,715;541,422;-;;2,992;544,696;-
04.01.2016;15:30;15:45;55,921;48,686;-;;49,204;47,956;-
04.01.2016;15:45;16:00;10,730;224,090;-;;7,908;227,640;-
04.01.2016;16:00;16:15;34,122;37,203;-;;30,620;40,448;-
04.01.2016;16:15;16:30;16,037;14,710;-;;13,024;19,188;-
04.01.2016;16:30;16:45;38,799;53,091;-;;34,268;56,384;-
04.01.2016;16:45;17:00;10,767;182,172;-;;8,552;183,064;-
04.01.2016;17:00;17:15;1,555;509,395;-;;0,584;509,920;-
04.01.2016;17:15;17:30;4,254;457,758;-;;1,664;460,484;-
04.01.2016;17:30;17:45;0,267;332,626;-;;1,364;338,592;-
04.01.2016;17:45;18:00;0,276;385,850;-;;1,232;385,736;-
04.01.2016;18:00;18:15;0,640;565,325;-;;0,916;564,932;-
04.01.2016;18:15;18:30;0,355;614,999;-;;1,832;617,192;-
04.01.2016;18:30;18:45;0,668;341,029;-;;1,316;341,632;-
04.01.2016;18:45;19:00;0,329;324,021;-;;1,456;325,032;-
04.01.2016;19:00;19:15;2,946;310,540;-;;4,660;312,184;-
04.01.2016;19:15;19:30;16,804;107,485;-;;18,184;108,512;-
04.01.2016;19:30;19:45;17,497;51,486;-;;19,536;54,516;-
04.01.2016;19:45;20:00;5,174;64,680;-;;7,384;66,792;-
04.01.2016;20:00;20:15;0,441;956,746;-;;0,464;957,204;-
04.01.2016;20:15;20:30;10,820;485,041;-;;11,688;485,108;-
04.01.2016;20:30;20:45;16,296;127,500;-;;19,604;131,888;-
04.01.2016;20:45;21:00;13,935;85,988;-;;15,772;87,988;-
04.01.2016;21:00;21:15;2,046;254,617;-;;6,560;258,276;-
04.01.2016;21:15;21:30;2,264;499,636;-;;4,144;501,660;-
04.01.2016;21:30;21:45;7,728;223,721;-;;9,964;226,048;-
04.01.2016;21:45;22:00;52,259;76,349;-;;55,516;79,740;-
04.01.2016;22:00;22:15;7,380;298,385;-;;9,040;301,420;-
04.01.2016;22:15;22:30;12,629;271,082;-;;17,772;275,860;-
04.01.2016;22:30;22:45;26,079;118,460;-;;29,500;124,292;-
04.01.2016;22:45;23:00;13,462;116,517;-;;14,596;117,500;-
04.01.2016;23:00;23:15;1,780;461,184;-;;3,228;463,672;-
04.01.2016;23:15;23:30;0,730;498,821;-;;1,720;499,232;-
04.01.2016;23:30;23:45;5,097;418,904;-;;6,856;421,244;-
04.01.2016;23:45;00:00;27,455;98,452;-;;30,360;99,884;-
05.01.2016;00:00;00:15;76,725;47,667;-;;79,412;49,684;-
