DATUM;UHRZEIT VON;UHRZEIT BIS;BETR. NEG;BETR. POS;LETZTE AENDERUNG;ERSATZWERT;QUAL. NEG;QUAL. POS;LETZTE AENDERUNG
30.03.2016;16:15;16:30;286,268;0,945;-;;286,900;1,612;-
30.03.2016;16:30;16:45;311,342;1,316;-;;313,328;2,764;-
30.03.2016;16:45;17:00;80,382;3,926;-;;83,132;6,404;-
30.03.2016;17:00;17:15;418,199;1,055;-;;422,152;3,336;-
30.03.2016;17:15;17:30;503,711;1,727;-;;502,996;1,760;-
30.03.2016;17:30;17:45;409,168;1,363;-;;409,724;1,972;-
30.03.2016;17:45;18:00;330,634;1,491;-;;332,356;2,288;-
30.03.2016;18:00;18:15;459,303;1,591;-;;458,808;2,004;-
30.03.2016;18:15;18:30;83,837;34,336;-;;84,972;35,760;-
30.03.2016;18:30;18:45;354,983;20,914;-;;357,104;21,796;-
30.03.2016;18:45;19:00;530,318;1,405;-;;531,868;1,912;-
30.03.2016;19:00;19:15;869,528;1,319;-;;870,132;1,888;-
30.03.2016;19:15;19:30;1.014,219;1,057;-;;1.014,520;1,264;-
30.03.2016;19:30;19:45;348,381;1,009;-;;348,704;1,652;-
30.03.2016;19:45;20:00;476,449;1,421;-;;477,752;2,940;-
30.03.2016;20:00;20:15;29,365;329,138;-;;33,164;333,436;-
30.03.2016;20:15;20:30;1,050;414,641;-;;5,716;417,480;-
30.03.2016;20:30;20:45;1,648;135,332;-;;6,888;138,516;-
30.03.2016;20:45;21:00;19,909;12,312;-;;24,628;17,480;-
30.03.2016;21:00;21:15;7,114;331,711;-;;11,132;334,264;-
30.03.2016;21:15;21:30;2,609;259,192;-;;5,528;261,976;-
30.03.2016;21:30;21:45;13,557;22,944;-;;17,744;26,880;-
30.03.2016;21:45;22:00;12,492;7,535;-;;15,048;9,360;-
30.03.2016;22:00;22:15;43,700;43,418;-;;48,600;46,012;-
30.03.2016;22:15;22:30;15,231;29,664;-;;19,296;33,840;-
30.03.2016;22:30;22:45;0,712;306,433;-;;2,656;308,312;-
30.03.2016;22:45;23:00;61,107;67,755;-;;64,608;68,924;-
30.03.2016;23:00;23:15;23,667;80,705;-;;29,216;87,136;-
30.03.2016;23:15;23:30;9,765;20,690;-;;14,084;24,160;-
30.03.2016;23:30;23:45;59,133;18,651;-;;62,956;19,700;-
30.03.2016;23:45;00:00;427,814;7,159;-;;430,452;10,084;-
31.03.2016;00:00;00:15;24,842;36,298;-;;28,028;39,712;-
31.03.2016;00:15;00:30;10,150;63,237;-;;13,656;66,084;-
31.03.2016;00:30;00:45;6,184;40,187;-;;10,312;43,428;-
31.03.2016;00:45;01:00;16,118;11,479;-;;18,064;12,692;-
31.03.2016;01:00;01:15;2,268;120,407;-;;5,344;122,832;-
31.03.2016;01:15;01:30;9,604;12,092;-;;12,056;14,056;-
31.03.2016;01:30;01:45;44,954;13,982;-;;48,940;17,684;-
31.03.2016;01:45;02:00;107,263;11,140;-;;110,608;13,956;-
31.03.2016;02:00;02:15;13,854;114,279;-;;16,236;115,176;-
31.03.2016;02:15;02:30;17,393;18,564;-;;20,684;21,120;-
31.03.2016;02:30;02:45;41,459;6,428;-;;43,900;8,488;-
31.03.2016;02:45;03:00;191,045;4,958;-;;193,972;6,700;-
31.03.2016;03:00;03:15;631,460;1,233;-;;632,092;1,720;-
31.03.2016;03:15;03:30;312,496;2,594;-;;315,128;3,368;-
31.03.2016;03:30;03:45;254,321;1,644;-;;254,624;3,684;-
31.03.2016;03:45;04:00;58,860;7,417;-;;63,480;11,612;-
31.03.2016;04:00;04:15;80,513;11,437;-;;81,848;9,988;-
31.03.2016;04:15;04:30;87,990;12,375;-;;91,888;14,952;-
31.03.2016;04:30;04:45;66,064;5,311;-;;69,716;7,336;-
31.03.2016;04:45;05:00;186,617;4,451;-;;190,764;7,720;-
31.03.2016;05:00;05:15;226,363;4,868;-;;230,132;7,776;-
31.03.2016;05:15;05:30;175,907;6,718;-;;176,916;9,288;-
31.03.2016;05:30;05:45;33,480;16,116;-;;37,392;18,792;-
31.03.2016;05:45;06:00;140,765;5,333;-;;143,276;7,864;-
31.03.2016;06:00;06:15;231,590;54,064;-;;232,964;56,088;-
31.03.2016;06:15;06:30;21,668;35,656;-;;27,612;40,728;-
31.03.2016;06:30;06:45;25,227;153,022;-;;28,796;157,332;-
31.03.2016;06:45;07:00;17,203;51,225;-;;19,412;52,164;-
31.03.2016;07:00;07:15;213,771;15,076;-;;218,788;20,552;-
31.03.2016;07:15;07:30;81,351;29,209;-;;85,236;32,548;-
31.03.2016;07:30;07:45;11,660;57,479;-;;16,628;62,204;-
31.03.2016;07:45;08:00;7,506;46,133;-;;11,560;49,772;-
31.03.2016;08:00;08:15;44,857;61,165;-;;51,488;68,244;-
31.03.2016;08:15;08:30;8,781;22,592;-;;11,700;24,888;-
31.03.2016;08:30;08:45;21,752;14,830;-;;23,884;16,832;-
31.03.2016;08:45;09:00;1,812;62,540;-;;4,668;65,440;-
31.03.2016;09:00;09:15;16,957;65,796;-;;21,608;69,824;-
31.03.2016;09:15;09:30;22,243;43,871;-;;25,124;46,952;-
31.03.2016;09:30;09:45;15,334;30,492;-;;18,252;33,900;-
31.03.2016;09:45;10:00;2,062;151,598;-;;3,664;153,748;-
31.03.2016;10:00;10:15;1,105;396,157;-;;2,792;397,592;-
31.03.2016;10:15;10:30;1,477;192,678;-;;4,336;195,368;-
31.03.2016;10:30;10:45;1,162;99,782;-;;3,628;102,324;-
31.03.2016;10:45;11:00;10,123;23,146;-;;12,932;25,592;-
31.03.2016;11:00;11:15;201,605;2,337;-;;205,104;4,400;-
31.03.2016;11:15;11:30;296,831;0,854;-;;298,520;2,632;-
31.03.2016;11:30;11:45;353,531;1,132;-;;355,252;2,764;-
31.03.2016;11:45;12:00;416,626;1,054;-;;418,496;2,128;-
31.03.2016;12:00;12:15;569,379;1,090;-;;571,988;2,832;-
31.03.2016;12:15;12:30;770,181;0,777;-;;770,704;1,504;-
31.03.2016;12:30;12:45;469,727;1,000;-;;470,768;2,048;-
31.03.2016;12:45;13:00;360,118;0,852;-;;361,092;1,612;-
31.03.2016;13:00;13:15;52,267;60,097;-;;55,412;64,304;-
31.03.2016;13:15;13:30;194,670;6,503;-;;200,024;10,844;-
31.03.2016;13:30;13:45;175,709;5,126;-;;179,192;7,620;-
31.03.2016;13:45;14:00;300,314;0,805;-;;300,584;1,628;-
31.03.2016;14:00;14:15;82,679;5,809;-;;84,532;7,492;-
31.03.2016;14:15;14:30;11,011;70,567;-;;13,284;71,884;-
31.03.2016;14:30;14:45;0,596;290,906;-;;3,704;293,972;-
31.03.2016;14:45;15:00;0,605;299,760;-;;2,540;300,924;-
31.03.2016;15:00;15:15;0,319;611,919;-;;1,200;613,028;-
31.03.2016;15:15;15:30;0,296;295,782;-;;0,816;295,416;-
31.03.2016;15:30;15:45;0,774;140,214;-;;4,124;143,596;-
31.03.2016;15:45;16:00;1,187;254,232;-;;4,972;258,128;-
31.03.2016;16:00;16:15;12,267;56,163;-;;16,420;60,980;-
31.03.2016;16:15;16:30;0,357;276,219;-;;3,796;279,968;-
31.03.2016;16:30;16:45;0,441;213,369;-;;3,752;216,112;-
31.03.2016;16:45;17:00;6,578;77,164;-;;10,188;80,356;-
31.03.2016;17:00;17:15;8,094;14,929;-;;12,336;18,632;-
31.03.2016;17:15;17:30;10,179;6,595;-;;12,248;8,568;-
31.03.2016;17:30;17:45;80,498;3,163;-;;82,968;5,228;-
31.03.2016;17:45;18:00;74,704;4,527;-;;79,208;7,180;-
31.03.2016;18:00;18:15;517,274;1,110;-;;519,272;3,728;-
31.03.2016;18:15;18:30;559,731;1,094;-;;561,524;2,464;-
31.03.2016;18:30;18:45;501,465;1,084;-;;504,868;4,768;-
31.03.2016;18:45;19:00;372,493;1,012;-;;376,660;4,500;-
31.03.2016;19:00;19:15;220,738;1,047;-;;222,700;3,472;-
31.03.2016;19:15;19:30;106,072;2,202;-;;108,224;3,860;-
31.03.2016;19:30;19:45;27,723;8,052;-;;30,592;8,920;-
31.03.2016;19:45;20:00;1,617;133,481;-;;4,232;136,500;-
31.03.2016;20:00;20:15;0,304;709,173;-;;1,048;706,912;-
31.03.2016;20:15;20:30;0,392;490,157;-;;2,804;492,728;-
31.03.2016;20:30;20:45;13,132;31,371;-;;15,032;33,136;-
31.03.2016;20:45;21:00;103,457;19,050;-;;105,184;18,608;-
31.03.2016;21:00;21:15;9,628;254,085;-;;13,144;257,464;-
31.03.2016;21:15;21:30;6,683;177,663;-;;8,620;177,160;-
31.03.2016;21:30;21:45;14,692;144,034;-;;17,060;146,216;-
31.03.2016;21:45;22:00;10,584;104,189;-;;12,516;106,292;-
31.03.2016;22:00;22:15;18,159;94,255;-;;19,924;94,912;-
31.03.2016;22:15;22:30;2,951;123,818;-;;5,460;125,552;-
31.03.2016;22:30;22:45;2,354;283,709;-;;4,712;285,760;-
31.03.2016;22:45;23:00;18,543;74,377;-;;23,324;79,164;-
31.03.2016;23:00;23:15;3,433;219,261;-;;7,204;222,856;-
31.03.2016;23:15;23:30;3,052;102,127;-;;7,304;105,836;-
31.03.2016;23:30;23:45;11,452;166,982;-;;16,216;170,692;-
31.03.2016;23:45;00:00;30,072;36,439;-;;19,720;41,664;-
1.04.2016;00:00;00:15;63,839;30,194;-;;69,584;34,632;-
01.04.2016;00:15;00:30;4,543;156,344;-;;9,988;162,996;-
01.04.2016;00:30;00:45;0,567;297,792;-;;1,900;298,636;-
01.04.2016;00:45;01:00;3,856;135,909;-;;5,664;135,788;-
01.04.2016;01:00;01:15;7,986;429,568;-;;10,152;432,128;-
01.04.2016;01:15;01:30;0,515;310,958;-;;1,288;309,716;-
01.04.2016;01:30;01:45;0,615;368,740;-;;4,600;372,272;-
01.04.2016;01:45;02:00;7,030;42,441;-;;9,108;43,804;-
01.04.2016;02:00;02:15;11,138;12,512;-;;13,036;14,472;-
01.04.2016;02:15;02:30;7,955;12,850;-;;9,368;15,352;-
01.04.2016;02:30;02:45;5,779;40,694;-;;9,380;44,712;-
01.04.2016;02:45;03:00;15,514;7,746;-;;17,872;9,804;-
01.04.2016;03:00;03:15;17,665;8,133;-;;22,440;13,488;-
01.04.2016;03:15;03:30;7,119;35,257;-;;12,676;40,752;-
01.04.2016;03:30;03:45;1,433;75,874;-;;3,896;77,872;-
01.04.2016;03:45;04:00;13,896;28,276;-;;19,268;33,492;-
01.04.2016;04:00;04:15;14,079;32,729;-;;16,620;35,312;-
01.04.2016;04:15;04:30;0,901;168,402;-;;4,736;172,852;-
01.04.2016;04:30;04:45;1,998;150,661;-;;4,976;153,164;-
01.04.2016;04:45;05:00;0,568;171,976;-;;2,956;171,940;-
01.04.2016;05:00;05:15;13,538;31,946;-;;17,972;36,280;-
01.04.2016;05:15;05:30;6,255;222,694;-;;10,004;227,016;-
01.04.2016;05:30;05:45;21,027;120,822;-;;25,428;122,640;-
01.04.2016;05:45;06:00;1,016;153,199;-;;5,700;157,048;-
01.04.2016;06:00;06:15;39,704;157,114;-;;43,720;161,532;-
01.04.2016;06:15;06:30;6,661;72,284;-;;9,296;74,384;-
01.04.2016;06:30;06:45;29,751;151,214;-;;32,236;154,088;-
01.04.2016;06:45;07:00;2,632;79,206;-;;6,108;82,276;-
01.04.2016;07:00;07:15;108,827;37,296;-;;113,736;41,676;-
01.04.2016;07:15;07:30;209,080;7,767;-;;211,512;8,828;-
01.04.2016;07:30;07:45;38,058;67,832;-;;41,404;71,164;-
01.04.2016;07:45;08:00;0,671;252,246;-;;2,104;253,848;-
01.04.2016;08:00;08:15;2,013;226,477;-;;5,244;230,700;-
01.04.2016;08:15;08:30;0,578;525,992;-;;2,444;528,068;-
01.04.2016;08:30;08:45;0,399;524,261;-;;1,412;524,800;-
01.04.2016;08:45;09:00;0,460;500,390;-;;2,020;501,728;-
01.04.2016;09:00;09:15;0,430;280,523;-;;3,008;282,356;-
01.04.2016;09:15;09:30;0,779;194,746;-;;3,612;197,032;-
01.04.2016;09:30;09:45;7,012;90,804;-;;8,880;91,456;-
01.04.2016;09:45;10:00;79,033;10,454;-;;81,356;11,724;-
01.04.2016;10:00;10:15;104,629;39,567;-;;109,088;43,204;-
01.04.2016;10:15;10:30;7,866;57,283;-;;10,216;59,236;-
01.04.2016;10:30;10:45;0,265;170,460;-;;1,228;170,236;-
01.04.2016;10:45;11:00;8,046;80,249;-;;10,412;82,832;-
01.04.2016;11:00;11:15;3,608;122,168;-;;5,908;123,116;-
01.04.2016;11:15;11:30;0,273;166,064;-;;1,968;167,340;-
01.04.2016;11:30;11:45;0,124;253,198;-;;3,420;256,208;-
01.04.2016;11:45;12:00;0,220;191,124;-;;2,512;233,176;-
01.04.2016;12:00;12:15;63,362;187,195;-;;67,320;189,960;-
01.04.2016;12:15;12:30;279,696;3,129;-;;279,576;3,708;-
01.04.2016;12:30;12:45;197,190;5,172;-;;198,964;6,108;-
01.04.2016;12:45;13:00;422,779;1,652;-;;424,064;2,236;-
01.04.2016;13:00;13:15;277,507;3,444;-;;279,384;4,848;-
01.04.2016;13:15;13:30;214,195;2,985;-;;216,580;4,436;-
01.04.2016;13:30;13:45;136,758;3,004;-;;139,632;5,832;-
01.04.2016;13:45;14:00;571,229;1,555;-;;574,672;2,764;-
01.04.2016;14:00;14:15;340,770;12,395;-;;342,396;14,776;-
01.04.2016;14:15;14:30;137,780;13,133;-;;140,320;15,648;-
01.04.2016;14:30;14:45;194,995;1,097;-;;195,756;2,080;-
01.04.2016;14:45;15:00;718,322;0,906;-;;719,296;1,216;-
01.04.2016;15:00;15:15;477,014;2,650;-;;477,880;3,240;-
01.04.2016;15:15;15:30;260,716;4,401;-;;262,192;5,756;-
01.04.2016;15:30;15:45;189,392;1,342;-;;190,008;2,020;-
01.04.2016;15:45;16:00;285,987;1,704;-;;287,320;2,332;-
01.04.2016;16:00;16:15;182,645;2,935;-;;193,420;14,048;-
01.04.2016;16:15;16:30;78,598;2,913;-;;84,296;7,920;-
01.04.2016;16:30;16:45;201,678;1,263;-;;202,864;2,120;-
01.04.2016;16:45;17:00;46,219;61,673;-;;48,300;62,896;-
01.04.2016;17:00;17:15;215,213;2,098;-;;216,020;3,312;-
01.04.2016;17:15;17:30;251,239;1,043;-;;253,052;2,404;-
01.04.2016;17:30;17:45;125,541;2,980;-;;126,624;4,416;-
01.04.2016;17:45;18:00;199,871;4,426;-;;201,292;5,340;-
01.04.2016;18:00;18:15;372,208;1,770;-;;374,908;4,988;-
01.04.2016;18:15;18:30;197,354;4,128;-;;198,084;4,652;-
01.04.2016;18:30;18:45;43,230;22,674;-;;45,332;24,972;-
01.04.2016;18:45;19:00;10,712;14,156;-;;13,152;15,712;-
01.04.2016;19:00;19:15;265,905;1,806;-;;268,896;4,604;-
01.04.2016;19:15;19:30;188,763;2,947;-;;189,500;4,028;-
01.04.2016;19:30;19:45;18,831;7,245;-;;20,776;9,712;-
01.04.2016;19:45;20:00;10,702;8,928;-;;13,412;11,940;-
01.04.2016;20:00;20:15;3,775;285,713;-;;8,404;290,392;-
01.04.2016;20:15;20:30;0,151;716,181;-;;0,720;717,636;-
01.04.2016;20:30;20:45;0,132;826,808;-;;0,732;826,860;-
01.04.2016;20:45;21:00;12,849;382,805;-;;14,796;383,984;-
01.04.2016;21:00;21:15;5,975;249,885;-;;7,180;250,344;-
01.04.2016;21:15;21:30;5,660;305,464;-;;7,496;307,120;-
01.04.2016;21:30;21:45;45,353;67,720;-;;49,088;71,560;-
01.04.2016;21:45;22:00;43,324;15,591;-;;46,596;17,860;-
01.04.2016;22:00;22:15;60,313;160,885;-;;65,244;166,556;-
01.04.2016;22:15;22:30;14,742;134,166;-;;20,292;138,732;-
01.04.2016;22:30;22:45;163,068;24,630;-;;165,080;25,128;-
01.04.2016;22:45;23:00;88,469;23,008;-;;90,596;25,780;-
01.04.2016;23:00;23:15;0,298;197,940;-;;2,188;199,032;-
01.04.2016;23:15;23:30;3,742;157,119;-;;6,732;160,524;-
01.04.2016;23:30;23:45;6,659;213,784;-;;10,128;216,828;-
01.04.2016;23:45;00:00;2,089;176,319;-;;4,936;180,980;-
02.04.2016;00:00;00:15;0,431;691,989;-;;1,828;691,648;-
02.04.2016;00:15;00:30;0,288;453,948;-;;2,140;455,084;-
02.04.2016;00:30;00:45;0,203;337,714;-;;2,956;340,472;-
02.04.2016;00:45;01:00;5,021;94,792;-;;8,616;97,052;-
02.04.2016;01:00;01:15;0,430;449,920;-;;2,420;452,220;-
02.04.2016;01:15;01:30;3,533;266,559;-;;6,860;268,724;-
02.04.2016;01:30;01:45;0,739;122,099;-;;2,632;123,308;-
02.04.2016;01:45;02:00;8,301;19,217;-;;10,676;21,600;-
02.04.2016;02:00;02:15;1,340;490,656;-;;2,656;492,856;-
02.04.2016;02:15;02:30;0,156;366,873;-;;0,980;366,620;-
02.04.2016;02:30;02:45;0,128;343,635;-;;1,140;344,776;-
02.04.2016;02:45;03:00;2,600;148,642;-;;6,580;151,776;-
02.04.2016;03:00;03:15;1,227;126,438;-;;4,804;129,940;-
02.04.2016;03:15;03:30;0,141;179,269;-;;1,456;180,656;-
02.04.2016;03:30;03:45;2,355;118,668;-;;3,648;119,164;-
02.04.2016;03:45;04:00;1,337;104,945;-;;5,764;108,964;-
02.04.2016;04:00;04:15;8,246;43,169;-;;10,432;45,408;-
02.04.2016;04:15;04:30;23,036;23,095;-;;25,656;25,592;-
02.04.2016;04:30;04:45;0,877;105,680;-;;3,228;107,096;-
02.04.2016;04:45;05:00;3,340;84,508;-;;7,220;87,812;-
02.04.2016;05:00;05:15;0,512;169,409;-;;2,260;170,396;-
02.04.2016;05:15;05:30;4,967;89,381;-;;7,580;91,408;-
02.04.2016;05:30;05:45;11,969;112,904;-;;14,728;115,164;-
02.04.2016;05:45;06:00;6,048;179,697;-;;7,548;181,588;-
02.04.2016;06:00;06:15;0,348;328,262;-;;2,248;330,672;-
02.04.2016;06:15;06:30;0,340;289,815;-;;2,060;290,880;-
02.04.2016;06:30;06:45;0,442;223,850;-;;3,144;225,528;-
02.04.2016;06:45;07:00;0,683;120,265;-;;3,908;123,112;-
02.04.2016;07:00;07:15;6,176;76,227;-;;10,744;80,624;-
02.04.2016;07:15;07:30;43,104;14,462;-;;45,820;17,212;-
02.04.2016;07:30;07:45;19,507;21,990;-;;23,208;25,260;-
02.04.2016;07:45;08:00;1,607;107,597;-;;2,968;108,268;-
02.04.2016;08:00;08:15;0,764;194,787;-;;3,852;198,284;-
02.04.2016;08:15;08:30;0,402;645,495;-;;2,004;646,896;-
02.04.2016;08:30;08:45;0,169;478,923;-;;1,908;479,144;-
02.04.2016;08:45;09:00;0,307;425,806;-;;2,280;427,928;-
02.04.2016;09:00;09:15;0,111;833,376;-;;2,104;834,868;-
02.04.2016;09:15;09:30;0,056;890,951;-;;1,608;891,328;-
02.04.2016;09:30;09:45;0,133;483,247;-;;1,068;482,464;-
02.04.2016;09:45;10:00;0,544;248,168;-;;3,140;250,152;-
02.04.2016;10:00;10:15;9,310;24,586;-;;11,820;26,368;-
02.04.2016;10:15;10:30;17,628;12,963;-;;21,432;16,564;-
02.04.2016;10:30;10:45;53,584;7,852;-;;56,196;10,236;-
02.04.2016;10:45;11:00;37,376;9,449;-;;42,168;12,796;-
02.04.2016;11:00;11:15;244,675;6,569;-;;246,940;8,352;-
02.04.2016;11:15;11:30;174,368;4,629;-;;176,772;6,700;-
02.04.2016;11:30;11:45;146,740;7,008;-;;148,920;8,012;-
02.04.2016;11:45;12:00;57,747;47,842;-;;63,428;53,872;-
02.04.2016;12:00;12:15;58,238;87,178;-;;62,300;90,124;-
02.04.2016;12:15;12:30;20,606;101,062;-;;23,164;104,336;-
02.04.2016;12:30;12:45;6,138;100,191;-;;8,080;101,960;-
02.04.2016;12:45;13:00;56,402;16,854;-;;58,368;19,960;-
02.04.2016;13:00;13:15;38,344;172,697;-;;42,160;175,704;-
02.04.2016;13:15;13:30;194,605;11,111;-;;196,068;11,600;-
02.04.2016;13:30;13:45;40,079;20,644;-;;43,544;24,504;-
02.04.2016;13:45;14:00;50,677;5,827;-;;53,708;7,832;-
02.04.2016;14:00;14:15;95,476;6,367;-;;97,924;8,376;-
02.04.2016;14:15;14:30;21,874;18,788;-;;25,120;21,000;-
02.04.2016;14:30;14:45;11,457;97,577;-;;14,144;100,024;-
02.04.2016;14:45;15:00;5,115;118,476;-;;8,032;120,976;-
02.04.2016;15:00;15:15;3,218;268,518;-;;6,232;271,684;-
02.04.2016;15:15;15:30;0,343;188,590;-;;2,328;189,828;-
02.04.2016;15:30;15:45;2,254;186,257;-;;5,460;190,148;-
02.04.2016;15:45;16:00;33,592;99,629;-;;36,596;100,140;-
02.04.2016;16:00;16:15;19,819;51,793;-;;23,316;55,388;-
02.04.2016;16:15;16:30;4,315;89,946;-;;7,896;93,244;-
02.04.2016;16:30;16:45;9,102;136,910;-;;10,976;139,148;-
02.04.2016;16:45;17:00;5,701;192,565;-;;9,056;194,388;-
02.04.2016;17:00;17:15;51,594;36,710;-;;54,460;39,364;-
02.04.2016;17:15;17:30;69,974;23,530;-;;71,956;24,996;-
02.04.2016;17:30;17:45;8,035;106,237;-;;10,092;107,892;-
02.04.2016;17:45;18:00;7,342;40,696;-;;10,964;43,808;-
02.04.2016;18:00;18:15;5,488;54,969;-;;9,688;58,760;-
02.04.2016;18:15;18:30;30,614;78,491;-;;32,772;80,776;-
02.04.2016;18:30;18:45;44,119;54,785;-;;47,020;57,180;-
02.04.2016;18:45;19:00;21,783;77,229;-;;24,748;79,420;-
02.04.2016;19:00;19:15;4,790;63,657;-;;8,544;67,104;-
02.04.2016;19:15;19:30;0,808;102,525;-;;3,228;104,960;-
02.04.2016;19:30;19:45;24,164;27,518;-;;27,696;30,292;-
02.04.2016;19:45;20:00;96,776;7,427;-;;98,992;9,700;-
02.04.2016;20:00;20:15;7,034;97,358;-;;10,376;100,020;-
02.04.2016;20:15;20:30;0,284;268,165;-;;2,696;270,912;-
02.04.2016;20:30;20:45;6,448;156,904;-;;9,444;157,732;-
02.04.2016;20:45;21:00;117,175;9,421;-;;122,252;13,912;-
02.04.2016;21:00;21:15;65,101;10,367;-;;68,120;13,324;-
02.04.2016;21:15;21:30;189,579;6,378;-;;194,004;10,048;-
02.04.2016;21:30;21:45;193,220;8,839;-;;197,176;13,144;-
02.04.2016;21:45;22:00;171,985;7,276;-;;174,212;9,536;-
02.04.2016;22:00;22:15;22,041;134,929;-;;25,068;138,432;-
02.04.2016;22:15;22:30;3,657;133,232;-;;6,664;134,680;-
02.04.2016;22:30;22:45;7,047;47,985;-;;9,908;50,936;-
02.04.2016;22:45;23:00;47,204;14,201;-;;50,428;17,324;-
02.04.2016;23:00;23:15;15,923;92,776;-;;18,032;93,388;-
02.04.2016;23:15;23:30;12,740;38,003;-;;15,548;40,724;-
02.04.2016;23:30;23:45;8,888;109,668;-;;12,696;112,976;-
02.04.2016;23:45;00:00;100,138;7,309;-;;102,188;8,684;-
03.04.2016;00:00;00:15;52,957;4,509;-;;57,412;8,688;-
03.04.2016;00:15;00:30;64,216;4,207;-;;66,564;5,120;-
03.04.2016;00:30;00:45;214,523;4,715;-;;216,168;6,712;-
03.04.2016;00:45;01:00;56,560;6,675;-;;59,816;9,688;-
03.04.2016;01:00;01:15;7,604;123,368;-;;11,604;127,308;-
03.04.2016;01:15;01:30;7,017;32,046;-;;9,260;33,908;-
03.04.2016;01:30;01:45;7,441;12,008;-;;9,468;13,840;-
03.04.2016;01:45;02:00;42,803;7,392;-;;44,912;9,376;-
03.04.2016;02:00;02:15;11,929;68,468;-;;14,520;71,584;-
03.04.2016;02:15;02:30;6,353;24,126;-;;9,020;26,020;-
03.04.2016;02:30;02:45;8,568;8,602;-;;10,564;10,316;-
03.04.2016;02:45;03:00;19,354;4,166;-;;20,452;5,532;-
03.04.2016;03:00;03:15;6,949;19,223;-;;10,348;21,636;-
03.04.2016;03:15;03:30;8,864;7,328;-;;12,044;10,288;-
03.04.2016;03:30;03:45;2,637;103,707;-;;4,136;104,120;-
03.04.2016;03:45;04:00;9,648;10,385;-;;10,464;11,300;-
03.04.2016;04:00;04:15;3,847;64,873;-;;6,140;67,148;-
03.04.2016;04:15;04:30;13,190;20,257;-;;16,852;23,352;-
03.04.2016;04:30;04:45;1,919;240,913;-;;4,904;243,112;-
03.04.2016;04:45;05:00;13,000;40,838;-;;14,860;42,696;-
03.04.2016;05:00;05:15;156,840;6,542;-;;158,772;8,148;-
03.04.2016;05:15;05:30;101,179;5,014;-;;103,836;7,216;-
03.04.2016;05:30;05:45;27,081;11,070;-;;29,564;14,196;-
03.04.2016;05:45;06:00;21,938;34,037;-;;25,444;36,040;-
03.04.2016;06:00;06:15;45,665;4,815;-;;48,480;6,780;-
03.04.2016;06:15;06:30;11,424;14,716;-;;13,892;16,408;-
03.04.2016;06:30;06:45;8,607;13,200;-;;12,192;16,416;-
03.04.2016;06:45;07:00;30,215;31,769;-;;33,384;34,212;-
03.04.2016;07:00;07:15;260,161;5,541;-;;262,252;7,452;-
03.04.2016;07:15;07:30;299,809;7,553;-;;302,844;10,536;-
03.04.2016;07:30;07:45;285,329;3,655;-;;286,760;5,472;-
03.04.2016;07:45;08:00;85,195;9,239;-;;88,700;11,336;-
03.04.2016;08:00;08:15;31,991;65,865;-;;35,068;68,320;-
03.04.2016;08:15;08:30;106,687;9,353;-;;107,316;10,416;-
03.04.2016;08:30;08:45;21,465;11,525;-;;25,240;14,724;-
03.04.2016;08:45;09:00;63,299;8,977;-;;65,544;10,712;-
03.04.2016;09:00;09:15;77,203;7,593;-;;80,912;10,136;-
03.04.2016;09:15;09:30;154,819;27,763;-;;156,224;29,416;-
03.04.2016;09:30;09:45;63,554;21,595;-;;65,608;23,520;-
03.04.2016;09:45;10:00;37,939;15,485;-;;40,088;16,700;-
03.04.2016;10:00;10:15;70,245;15,660;-;;71,816;16,584;-
03.04.2016;10:15;10:30;63,065;14,297;-;;67,516;18,096;-
03.04.2016;10:30;10:45;87,859;10,277;-;;91,228;13,496;-
03.04.2016;10:45;11:00;77,878;6,504;-;;80,624;10,020;-
03.04.2016;11:00;11:15;8,029;37,275;-;;11,420;39,972;-
03.04.2016;11:15;11:30;73,389;55,983;-;;77,792;59,240;-
03.04.2016;11:30;11:45;285,333;6,703;-;;286,884;7,016;-
03.04.2016;11:45;12:00;256,832;7,758;-;;256,824;8,188;-
03.04.2016;12:00;12:15;346,789;10,496;-;;349,376;11,464;-
03.04.2016;12:15;12:30;471,385;4,400;-;;472,980;4,568;-
03.04.2016;12:30;12:45;680,121;2,130;-;;680,576;3,588;-
03.04.2016;12:45;13:00;520,064;2,317;-;;519,748;2,708;-
03.04.2016;13:00;13:15;14,782;320,959;-;;16,124;324,244;-
03.04.2016;13:15;13:30;0,212;265,769;-;;4,836;269,412;-
03.04.2016;13:30;13:45;0,196;395,410;-;;3,060;397,860;-
03.04.2016;13:45;14:00;7,229;82,032;-;;9,748;83,080;-
03.04.2016;14:00;14:15;5,860;127,271;-;;8,508;129,308;-
03.04.2016;14:15;14:30;78,862;17,231;-;;83,948;22,548;-
03.04.2016;14:30;14:45;68,009;7,938;-;;71,644;10,052;-
03.04.2016;14:45;15:00;89,328;6,911;-;;92,928;10,056;-
03.04.2016;15:00;15:15;300,951;1,959;-;;302,596;4,248;-
03.04.2016;15:15;15:30;85,766;5,132;-;;89,460;7,668;-
03.04.2016;15:30;15:45;33,621;13,011;-;;36,952;16,404;-
03.04.2016;15:45;16:00;25,361;15,404;-;;29,220;18,784;-
03.04.2016;16:00;16:15;13,186;63,146;-;;15,828;65,580;-
03.04.2016;16:15;16:30;0,932;281,730;-;;4,508;285,964;-
03.04.2016;16:30;16:45;0,195;562,972;-;;1,704;562,764;-
