DATE_FROM;DATE_TO;GATE_OPEN_TIME;GATE_COSURE_TIME;ALLOCATION_DEADLINE;TENDER_TYPE;ROUND;TYPE_OF_RESERVES;PRODUCT;TOTAL_DEMAND_[MW];GERMANY_DEMAND_[MW];GERMANY_CORE_PORTION_[MW];50HERTZ_CORE_PORTION_[MW];AMPRION_CORE_PORTION_[MW];TENNET_CORE_PORTION_[MW];TRANSNETBW_CORE_PORTION_[MW]
15.02.2016;21.02.2016;05.02.2016 12:00;10.02.2016 15:00;10.02.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
15.02.2016;21.02.2016;05.02.2016 12:00;10.02.2016 15:00;10.02.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
15.02.2016;21.02.2016;05.02.2016 12:00;10.02.2016 15:00;10.02.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
22.02.2016;28.02.2016;12.02.2016 12:00;17.02.2016 15:00;17.02.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
22.02.2016;28.02.2016;12.02.2016 12:00;17.02.2016 15:00;17.02.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
22.02.2016;28.02.2016;12.02.2016 12:00;17.02.2016 15:00;17.02.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
22.02.2016;28.02.2016;12.02.2016 12:00;17.02.2016 15:00;17.02.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
29.02.2016;06.03.2016;19.02.2016 12:00;24.02.2016 15:00;24.02.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
29.02.2016;06.03.2016;19.02.2016 12:00;24.02.2016 15:00;24.02.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
29.02.2016;06.03.2016;19.02.2016 12:00;24.02.2016 15:00;24.02.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
29.02.2016;06.03.2016;19.02.2016 12:00;24.02.2016 15:00;24.02.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
07.03.2016;13.03.2016;26.02.2016 12:00;02.03.2016 15:00;02.03.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
07.03.2016;13.03.2016;26.02.2016 12:00;02.03.2016 15:00;02.03.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
07.03.2016;13.03.2016;26.02.2016 12:00;02.03.2016 15:00;02.03.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
07.03.2016;13.03.2016;26.02.2016 12:00;02.03.2016 15:00;02.03.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
14.03.2016;20.03.2016;04.03.2016 12:00;09.03.2016 15:00;09.03.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
14.03.2016;20.03.2016;04.03.2016 12:00;09.03.2016 15:00;09.03.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
14.03.2016;20.03.2016;04.03.2016 12:00;09.03.2016 15:00;09.03.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
14.03.2016;20.03.2016;04.03.2016 12:00;09.03.2016 15:00;09.03.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
21.03.2016;27.03.2016;11.03.2016 12:00;16.03.2016 15:00;16.03.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
21.03.2016;27.03.2016;11.03.2016 12:00;16.03.2016 15:00;16.03.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
21.03.2016;27.03.2016;11.03.2016 12:00;16.03.2016 15:00;16.03.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
21.03.2016;27.03.2016;11.03.2016 12:00;16.03.2016 15:00;16.03.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
28.03.2016;03.04.2016;18.03.2016 12:00;23.03.2016 15:00;23.03.2016 16:00;WA;1;SRL;NEG_HT;1979;1979;0;0;0;0;0
28.03.2016;03.04.2016;18.03.2016 12:00;23.03.2016 15:00;23.03.2016 16:00;WA;1;SRL;NEG_NT;1979;1979;0;0;0;0;0
28.03.2016;03.04.2016;18.03.2016 12:00;23.03.2016 15:00;23.03.2016 16:00;WA;1;SRL;POS_HT;2054;2054;0;0;0;0;0
28.03.2016;03.04.2016;18.03.2016 12:00;23.03.2016 15:00;23.03.2016 16:00;WA;1;SRL;POS_NT;2054;2054;0;0;0;0;0
04.04.2016;10.04.2016;24.03.2016 12:00;30.03.2016 15:00;30.03.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
04.04.2016;10.04.2016;24.03.2016 12:00;30.03.2016 15:00;30.03.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
04.04.2016;10.04.2016;24.03.2016 12:00;30.03.2016 15:00;30.03.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
04.04.2016;10.04.2016;24.03.2016 12:00;30.03.2016 15:00;30.03.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
11.04.2016;17.04.2016;01.04.2016 12:00;06.04.2016 15:00;06.04.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
11.04.2016;17.04.2016;01.04.2016 12:00;06.04.2016 15:00;06.04.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
11.04.2016;17.04.2016;01.04.2016 12:00;06.04.2016 15:00;06.04.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
11.04.2016;17.04.2016;01.04.2016 12:00;06.04.2016 15:00;06.04.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
18.04.2016;24.04.2016;08.04.2016 12:00;13.04.2016 15:00;13.04.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
18.04.2016;24.04.2016;08.04.2016 12:00;13.04.2016 15:00;13.04.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
18.04.2016;24.04.2016;08.04.2016 12:00;13.04.2016 15:00;13.04.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
18.04.2016;24.04.2016;08.04.2016 12:00;13.04.2016 15:00;13.04.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
25.04.2016;01.05.2016;15.04.2016 12:00;20.04.2016 15:00;20.04.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
25.04.2016;01.05.2016;15.04.2016 12:00;20.04.2016 15:00;20.04.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
25.04.2016;01.05.2016;15.04.2016 12:00;20.04.2016 15:00;20.04.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
25.04.2016;01.05.2016;15.04.2016 12:00;20.04.2016 15:00;20.04.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
02.05.2016;08.05.2016;22.04.2016 12:00;27.04.2016 15:00;27.04.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
02.05.2016;08.05.2016;22.04.2016 12:00;27.04.2016 15:00;27.04.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
02.05.2016;08.05.2016;22.04.2016 12:00;27.04.2016 15:00;27.04.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
02.05.2016;08.05.2016;22.04.2016 12:00;27.04.2016 15:00;27.04.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
09.05.2016;15.05.2016;29.04.2016 12:00;03.05.2016 15:00;03.05.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
09.05.2016;15.05.2016;29.04.2016 12:00;03.05.2016 15:00;03.05.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
09.05.2016;15.05.2016;29.04.2016 12:00;03.05.2016 15:00;03.05.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
09.05.2016;15.05.2016;29.04.2016 12:00;03.05.2016 15:00;03.05.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
16.05.2016;22.05.2016;06.05.2016 12:00;11.05.2016 15:00;11.05.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
16.05.2016;22.05.2016;06.05.2016 12:00;11.05.2016 15:00;11.05.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
16.05.2016;22.05.2016;06.05.2016 12:00;11.05.2016 15:00;11.05.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
16.05.2016;22.05.2016;06.05.2016 12:00;11.05.2016 15:00;11.05.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
23.05.2016;29.05.2016;13.05.2016 12:00;18.05.2016 15:00;18.05.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
23.05.2016;29.05.2016;13.05.2016 12:00;18.05.2016 15:00;18.05.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
23.05.2016;29.05.2016;13.05.2016 12:00;18.05.2016 15:00;18.05.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
23.05.2016;29.05.2016;13.05.2016 12:00;18.05.2016 15:00;18.05.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
30.05.2016;05.06.2016;20.05.2016 12:00;24.05.2016 15:00;24.05.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
30.05.2016;05.06.2016;20.05.2016 12:00;24.05.2016 15:00;24.05.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
30.05.2016;05.06.2016;20.05.2016 12:00;24.05.2016 15:00;24.05.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
30.05.2016;05.06.2016;20.05.2016 12:00;24.05.2016 15:00;24.05.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
06.06.2016;12.06.2016;27.05.2016 12:00;01.06.2016 15:00;01.06.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
06.06.2016;12.06.2016;27.05.2016 12:00;01.06.2016 15:00;01.06.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
06.06.2016;12.06.2016;27.05.2016 12:00;01.06.2016 15:00;01.06.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
06.06.2016;12.06.2016;27.05.2016 12:00;01.06.2016 15:00;01.06.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
13.06.2016;19.06.2016;03.06.2016 12:00;08.06.2016 15:00;08.06.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
13.06.2016;19.06.2016;03.06.2016 12:00;08.06.2016 15:00;08.06.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
13.06.2016;19.06.2016;03.06.2016 12:00;08.06.2016 15:00;08.06.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
13.06.2016;19.06.2016;03.06.2016 12:00;08.06.2016 15:00;08.06.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
20.06.2016;26.06.2016;10.06.2016 12:00;15.06.2016 15:00;15.06.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
20.06.2016;26.06.2016;10.06.2016 12:00;15.06.2016 15:00;15.06.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
20.06.2016;26.06.2016;10.06.2016 12:00;15.06.2016 15:00;15.06.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
20.06.2016;26.06.2016;10.06.2016 12:00;15.06.2016 15:00;15.06.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
27.06.2016;03.07.2016;17.06.2016 12:00;22.06.2016 15:00;22.06.2016 16:00;WA;1;SRL;NEG_HT;1904;1904;0;0;0;0;0
27.06.2016;03.07.2016;17.06.2016 12:00;22.06.2016 15:00;22.06.2016 16:00;WA;1;SRL;NEG_NT;1904;1904;0;0;0;0;0
27.06.2016;03.07.2016;17.06.2016 12:00;22.06.2016 15:00;22.06.2016 16:00;WA;1;SRL;POS_HT;1973;1973;0;0;0;0;0
27.06.2016;03.07.2016;17.06.2016 12:00;22.06.2016 15:00;22.06.2016 16:00;WA;1;SRL;POS_NT;1973;1973;0;0;0;0;0
04.07.2016;10.07.2016;24.06.2016 12:00;29.06.2016 15:00;29.06.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
04.07.2016;10.07.2016;24.06.2016 12:00;29.06.2016 15:00;29.06.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
04.07.2016;10.07.2016;24.06.2016 12:00;29.06.2016 15:00;29.06.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
04.07.2016;10.07.2016;24.06.2016 12:00;29.06.2016 15:00;29.06.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
11.07.2016;17.07.2016;01.07.2016 12:00;06.07.2016 15:00;06.07.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
11.07.2016;17.07.2016;01.07.2016 12:00;06.07.2016 15:00;06.07.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
11.07.2016;17.07.2016;01.07.2016 12:00;06.07.2016 15:00;06.07.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
11.07.2016;17.07.2016;01.07.2016 12:00;06.07.2016 15:00;06.07.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
18.07.2016;24.07.2016;08.07.2016 12:00;13.07.2016 15:00;13.07.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
18.07.2016;24.07.2016;08.07.2016 12:00;13.07.2016 15:00;13.07.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
18.07.2016;24.07.2016;08.07.2016 12:00;13.07.2016 15:00;13.07.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
18.07.2016;24.07.2016;08.07.2016 12:00;13.07.2016 15:00;13.07.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
25.07.2016;31.07.2016;15.07.2016 12:00;20.07.2016 15:00;20.07.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
25.07.2016;31.07.2016;15.07.2016 12:00;20.07.2016 15:00;20.07.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
25.07.2016;31.07.2016;15.07.2016 12:00;20.07.2016 15:00;20.07.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
25.07.2016;31.07.2016;15.07.2016 12:00;20.07.2016 15:00;20.07.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
01.08.2016;07.08.2016;22.07.2016 12:00;27.07.2016 15:00;27.07.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
01.08.2016;07.08.2016;22.07.2016 12:00;27.07.2016 15:00;27.07.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
01.08.2016;07.08.2016;22.07.2016 12:00;27.07.2016 15:00;27.07.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
01.08.2016;07.08.2016;22.07.2016 12:00;27.07.2016 15:00;27.07.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
08.08.2016;14.08.2016;29.07.2016 12:00;03.08.2016 15:00;03.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
08.08.2016;14.08.2016;29.07.2016 12:00;03.08.2016 15:00;03.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
08.08.2016;14.08.2016;29.07.2016 12:00;03.08.2016 15:00;03.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
08.08.2016;14.08.2016;29.07.2016 12:00;03.08.2016 15:00;03.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
15.08.2016;21.08.2016;05.08.2016 12:00;10.08.2016 15:00;10.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
15.08.2016;21.08.2016;05.08.2016 12:00;10.08.2016 15:00;10.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
15.08.2016;21.08.2016;05.08.2016 12:00;10.08.2016 15:00;10.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
15.08.2016;21.08.2016;05.08.2016 12:00;10.08.2016 15:00;10.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
22.08.2016;28.08.2016;12.08.2016 12:00;17.08.2016 15:00;17.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
22.08.2016;28.08.2016;12.08.2016 12:00;17.08.2016 15:00;17.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
22.08.2016;28.08.2016;12.08.2016 12:00;17.08.2016 15:00;17.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
22.08.2016;28.08.2016;12.08.2016 12:00;17.08.2016 15:00;17.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
29.08.2016;04.09.2016;19.08.2016 12:00;24.08.2016 15:00;24.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
05.09.2016;11.09.2016;26.08.2016 12:00;31.08.2016 15:00;31.08.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
12.09.2016;18.09.2016;02.09.2016 12:00;07.09.2016 15:00;07.09.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
19.09.2016;25.09.2016;09.09.2016 12:00;14.09.2016 15:00;14.09.2016 16:00;WA;1;SRL;POS_NT;2031;2031;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;NEG_HT;1962;1962;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;NEG_NT;1962;1962;0;0;0;0;0
26.09.2016;02.10.2016;16.09.2016 12:00;21.09.2016 15:00;21.09.2016 16:00;WA;1;SRL;POS_HT;2031;2031;0;0;0;0;0
